agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Intermediate,6.11,46.76,14.21,131.17,39.05,23.27,24.6,57.08,14.38,545.89,Reddish Brown Latosolic
Dry,8.23,20.66,17.18,278.8,7.82,32.44,34.42,74.4,2.62,146.83,Solodized Solonetz
Dry,8.01,15.34,13.98,303.75,24.23,30.62,31.85,63.17,3.54,30.31,Solodized Solonetz
Intermediate,6.24,49.19,14.12,124.1,7.97,26.56,27.87,81.45,9.71,531.25,Reddish Brown Latosolic
Dry,7.72,36.04,24.39,298.38,22.6,30.47,31.27,62.13,3.28,127.96,Grumusols
Dry,6.07,25.68,11.21,127.39,53.21,28.52,30.02,89.61,3.03,54.35,Non-Calcic Brown
Dry/Wet,7.16,11.92,6.33,58.99,40.49,28.64,29.67,66.03,21.55,481.16,Regosols
Intermediate,6.01,83.47,31.55,175.94,14.01,29.96,30.72,81.76,14.72,484.18,Alluvial Soils
Dry,8.63,12.03,9.65,454.26,50.92,29.42,31.08,47.25,2.18,133.32,Solonchaks
Dry,5.87,24.98,10.61,123.46,13.18,30.39,31.68,50.3,4.33,126.03,Non-Calcic Brown
Dry,7.96,25.29,19.16,195.32,65.01,31.03,32.1,89.61,3.52,33.38,Calcic Red Yellow Latosols
Dry,8.56,11.47,12.03,543.72,62.7,31.2,32.66,54.06,0.38,71.86,Solonchaks
Wet,5.66,44.6,13.49,135.57,15.27,24.58,25.96,81.32,14.46,436.1,Immature Brown Loams
Dry/Wet,6.96,12.81,6.61,55.9,11.19,32.72,33.82,51.23,22.58,340.8,Regosols
Wet,4.98,43.97,12.34,76.39,51.55,24.67,26.57,81.43,29.0,158.85,Red Yellow Podzolic
Dry,6.83,47.76,16.74,160.45,37.09,30.06,31.27,74.71,1.35,25.0,Reddish Brown Earths
Dry,7.98,26.63,16.42,232.21,48.39,29.44,30.7,55.22,1.61,40.83,Calcic Red Yellow Latosols
Wet,4.7,40.41,10.56,105.07,11.98,21.43,22.27,79.86,20.91,37.26,Red Yellow Podzolic
Dry,7.94,38.47,20.65,320.91,28.59,31.56,32.22,55.9,3.35,133.43,Grumusols
Dry,8.09,35.02,22.66,318.13,63.71,31.99,32.65,72.85,2.34,62.93,Grumusols
Dry/Wet,7.67,7.39,5.51,60.93,68.95,32.85,33.67,91.83,29.38,144.03,Regosols
Dry,8.05,30.8,19.65,240.72,13.33,28.62,29.9,43.2,1.48,61.23,Calcic Red Yellow Latosols
Wet,5.15,34.42,10.86,92.43,56.97,21.09,21.79,41.58,19.89,299.44,Red Yellow Podzolic
Wet,5.61,40.41,12.35,111.22,42.32,23.73,24.29,50.76,17.32,66.36,Immature Brown Loams
Wet,5.45,43.42,15.38,132.26,5.92,23.95,25.05,56.87,15.77,35.45,Immature Brown Loams
Dry,7.69,35.77,26.14,289.98,63.96,27.59,28.43,69.63,2.37,49.7,Grumusols
Dry,8.41,15.29,12.64,426.13,37.79,31.31,33.19,73.37,2.0,15.87,Solonchaks
Intermediate,6.29,44.99,15.37,145.81,33.29,26.04,27.78,53.41,13.13,708.81,Reddish Brown Latosolic
Dry,7.81,30.56,15.3,224.37,18.5,30.27,31.34,65.6,1.08,139.01,Calcic Red Yellow Latosols
Dry,7.62,38.01,23.94,248.3,51.49,29.16,30.99,70.21,1.18,65.99,Grumusols
Wet,5.29,34.37,14.39,108.06,67.64,24.53,25.82,78.86,14.81,145.49,Immature Brown Loams
Wet,4.28,118.14,10.44,71.19,55.74,26.62,27.19,61.36,26.09,468.99,Bog and Half-Bog
Dry,7.07,48.52,13.73,131.17,5.41,27.58,29.48,61.2,1.99,60.15,Low Humic Gley
Dry,6.67,46.51,15.27,173.87,15.63,32.54,33.39,53.88,2.26,17.69,Reddish Brown Earths
Dry,6.04,25.78,8.04,110.33,51.04,28.58,29.87,67.53,2.66,103.05,Non-Calcic Brown
Dry,8.15,16.39,17.97,381.24,55.92,31.07,31.69,55.17,3.41,117.4,Solodized Solonetz
Dry,6.46,56.97,22.57,159.73,53.12,32.05,33.57,94.18,0.71,140.92,Reddish Brown Earths
Dry,8.55,19.28,11.97,317.44,52.11,32.4,33.6,60.52,4.82,130.76,Solodized Solonetz
Dry,5.9,30.32,8.31,126.44,19.61,27.47,28.95,62.68,1.37,103.76,Non-Calcic Brown
Dry,6.46,58.67,17.86,165.54,50.57,31.58,32.32,87.51,0.52,45.43,Reddish Brown Earths
Dry,7.62,15.33,17.03,314.32,43.3,29.38,30.71,87.24,1.74,113.72,Solodized Solonetz
Dry,6.19,18.06,8.03,75.21,59.2,33.62,34.72,80.89,1.82,116.8,Red Yellow Latosols
Dry,8.23,25.87,15.4,395.19,38.9,29.75,31.6,60.15,3.63,92.08,Solodized Solonetz
Intermediate,6.09,73.67,32.12,197.01,19.22,28.72,29.59,54.35,9.13,207.02,Alluvial Soils
Dry,8.31,24.69,12.83,288.7,67.79,31.46,32.24,74.92,4.82,86.21,Solodized Solonetz
Dry,8.03,18.99,13.22,366.94,41.66,29.17,31.16,92.11,4.3,53.14,Solodized Solonetz
Wet,5.08,31.02,7.88,82.89,58.78,19.7,20.64,52.14,28.91,125.2,Red Yellow Podzolic
Wet,4.59,113.06,11.24,66.33,66.96,25.64,27.63,74.45,25.33,288.28,Bog and Half-Bog
Dry,9.26,11.95,7.74,414.04,34.48,32.7,33.71,67.3,0.24,23.89,Solonchaks
Wet,4.94,32.76,10.79,79.97,51.63,24.14,25.37,62.48,29.93,134.37,Red Yellow Podzolic
Dry,5.78,32.24,11.48,99.01,50.81,29.81,30.53,77.17,1.62,90.79,Non-Calcic Brown
Dry,8.87,8.3,9.71,436.6,25.53,32.06,33.69,92.79,2.14,19.67,Solonchaks
Dry,8.5,9.97,10.45,524.77,12.59,33.31,34.97,78.26,1.15,95.58,Solonchaks
Dry,5.99,22.56,10.57,116.58,45.6,29.34,30.54,42.06,0.94,119.03,Non-Calcic Brown
Dry,6.04,24.27,7.83,103.73,39.04,31.3,32.65,68.08,1.61,95.22,Non-Calcic Brown
Dry,6.54,44.52,14.65,127.24,65.35,27.97,28.74,91.14,2.8,50.57,Low Humic Gley
Dry,6.47,48.42,14.15,176.6,26.38,32.06,33.04,86.15,4.57,68.17,Reddish Brown Earths
Wet,5.5,34.62,15.15,132.41,60.16,21.57,22.49,40.4,20.32,430.22,Immature Brown Loams
Dry,6.55,21.97,5.27,68.79,57.78,32.77,33.58,87.89,1.01,52.07,Red Yellow Latosols
Wet,4.45,111.44,9.45,63.79,25.47,27.51,28.42,41.59,24.24,292.77,Bog and Half-Bog
Dry/Wet,7.07,14.38,6.03,46.67,44.36,30.29,31.86,85.31,20.38,365.45,Regosols
Intermediate,6.29,82.61,28.8,197.0,17.06,24.96,25.81,73.76,11.1,205.15,Alluvial Soils
Wet,4.55,99.55,7.74,59.5,40.11,27.51,28.47,49.54,28.69,246.55,Bog and Half-Bog
Intermediate,5.88,50.15,16.92,118.11,5.84,24.21,25.3,77.95,8.01,145.88,Reddish Brown Latosolic
Dry,6.28,45.14,18.87,122.44,55.33,27.63,29.32,92.79,3.88,107.76,Low Humic Gley
Dry,8.25,18.08,13.43,262.99,27.19,29.41,30.35,44.28,2.55,141.33,Solodized Solonetz
Dry,6.66,49.67,14.96,126.67,44.28,27.83,29.64,87.16,4.54,23.61,Low Humic Gley
Dry/Wet,7.23,10.69,4.78,49.71,44.34,30.91,32.02,80.9,10.68,173.07,Regosols
Dry,8.7,22.48,17.01,312.03,44.72,34.96,35.47,43.52,1.37,134.23,Solodized Solonetz
Intermediate,6.32,45.15,12.43,128.8,42.21,27.59,28.22,43.73,11.54,166.36,Reddish Brown Latosolic
Wet,4.54,133.18,9.32,55.64,35.72,25.74,26.73,82.67,28.79,458.66,Bog and Half-Bog
Intermediate,5.57,38.47,15.85,156.54,17.74,22.36,23.09,66.2,11.36,596.69,Reddish Brown Latosolic
Dry,6.58,25.66,10.1,71.97,10.93,31.63,32.19,77.03,3.39,120.02,Red Yellow Latosols
Intermediate,6.41,80.92,27.95,197.54,13.21,27.68,28.21,71.97,11.01,652.09,Alluvial Soils
Wet,4.94,31.53,13.56,83.36,44.01,22.58,23.24,74.6,12.42,221.37,Red Yellow Podzolic
Dry/Wet,6.94,14.01,5.21,41.05,62.52,33.1,34.49,68.27,11.45,462.6,Regosols
Dry,6.44,42.41,13.63,109.6,37.01,27.62,28.69,91.79,1.89,45.47,Low Humic Gley
Intermediate,6.09,48.39,12.97,130.95,16.06,24.95,26.28,59.47,7.35,742.07,Reddish Brown Latosolic
Dry,6.37,23.74,8.84,81.26,12.83,29.62,31.53,75.77,3.38,31.46,Red Yellow Latosols
Dry,6.55,23.55,9.34,66.0,62.54,30.77,31.63,75.18,3.31,16.83,Red Yellow Latosols
Wet,4.99,35.66,9.35,85.61,5.09,20.34,21.39,89.65,19.76,205.72,Red Yellow Podzolic
Dry,6.57,22.16,10.42,66.49,33.8,29.91,31.46,40.22,3.57,57.81,Red Yellow Latosols
Dry,7.96,21.24,14.37,348.17,31.45,30.57,31.67,81.8,4.3,120.64,Solodized Solonetz
Dry,5.89,24.96,12.1,114.19,7.66,29.4,30.74,81.2,0.15,139.88,Non-Calcic Brown
Dry,8.72,16.28,10.23,426.95,20.55,30.55,31.36,86.9,4.86,33.61,Solonchaks
Dry,6.8,46.16,20.1,156.77,31.5,33.2,33.71,44.36,4.68,48.61,Reddish Brown Earths
Intermediate,5.86,76.35,27.5,166.17,35.9,28.94,29.74,82.97,12.48,392.87,Alluvial Soils
Intermediate,5.81,47.44,16.24,122.18,28.77,22.23,23.73,70.88,7.16,547.37,Reddish Brown Latosolic
Intermediate,6.14,80.82,33.98,201.39,6.35,28.73,30.28,54.45,9.7,351.13,Alluvial Soils
Wet,5.03,29.83,11.85,88.03,35.78,18.99,19.9,94.26,28.61,73.25,Red Yellow Podzolic
Dry,6.61,48.27,15.96,111.83,54.32,30.8,32.23,56.79,0.76,33.78,Low Humic Gley
Dry,6.91,50.82,14.73,183.47,14.91,29.8,30.86,52.85,1.68,81.97,Reddish Brown Earths
Wet,4.97,41.4,10.85,92.21,26.08,21.52,22.31,94.17,13.52,360.01,Red Yellow Podzolic
Dry,6.15,33.41,8.06,138.15,68.39,25.96,27.4,72.94,2.43,113.91,Non-Calcic Brown
Dry,8.35,17.97,16.0,332.91,47.02,31.14,32.97,63.82,0.32,130.54,Solodized Solonetz
Intermediate,6.43,80.47,30.08,193.12,34.73,28.07,30.04,59.58,5.9,117.14,Alluvial Soils
Dry,8.55,11.15,8.03,433.4,48.49,33.24,34.9,64.81,4.08,100.75,Solonchaks
Wet,4.77,94.3,9.66,66.57,28.33,24.77,26.0,53.99,26.15,63.11,Bog and Half-Bog
Dry,8.31,19.73,14.67,321.56,29.75,29.74,30.39,41.36,2.71,28.9,Solodized Solonetz
Intermediate,6.56,71.27,30.53,200.92,37.43,25.34,26.07,59.48,13.93,407.93,Alluvial Soils
Dry,7.89,31.2,15.23,241.76,14.54,29.49,30.0,71.45,3.78,136.05,Calcic Red Yellow Latosols
Intermediate,5.93,84.71,27.91,236.34,50.89,27.1,28.38,84.16,6.16,592.21,Alluvial Soils
Dry/Wet,7.15,14.71,7.04,53.34,32.79,30.88,32.22,94.03,26.86,396.53,Regosols
Intermediate,6.34,88.09,28.23,197.38,50.93,25.63,27.08,89.16,10.39,65.65,Alluvial Soils
Dry,8.0,26.95,18.83,243.75,21.55,32.4,34.25,85.11,2.05,96.08,Calcic Red Yellow Latosols
Dry,7.01,50.1,12.9,113.21,7.93,27.06,27.74,53.83,4.96,99.88,Low Humic Gley
Dry/Wet,7.49,11.3,8.43,52.11,45.38,33.48,34.48,85.28,26.19,429.92,Regosols
Dry/Wet,7.09,15.52,8.94,43.7,47.22,30.98,32.58,91.12,13.05,289.5,Regosols
Intermediate,6.06,35.25,13.99,148.01,26.66,24.68,26.04,50.01,8.94,123.51,Reddish Brown Latosolic
Dry,6.34,21.32,10.36,81.27,47.08,31.45,32.85,43.89,4.55,105.21,Red Yellow Latosols
Dry,7.89,25.99,16.34,234.13,42.69,28.31,29.12,72.34,1.19,132.75,Calcic Red Yellow Latosols
Wet,4.3,135.0,7.2,61.37,54.89,24.39,25.52,76.9,18.02,340.52,Bog and Half-Bog
Dry,6.01,22.12,10.42,107.46,28.05,29.82,31.66,47.11,2.32,39.56,Non-Calcic Brown
Intermediate,6.13,42.49,14.04,125.02,57.57,22.54,24.27,81.65,13.43,417.01,Reddish Brown Latosolic
Intermediate,5.98,45.78,12.06,150.41,46.43,25.19,27.0,75.29,9.96,436.89,Reddish Brown Latosolic
Dry,8.43,22.63,14.37,430.33,29.36,32.34,33.65,50.33,2.17,17.37,Solodized Solonetz
Dry,8.47,18.89,14.42,296.21,69.36,29.57,30.65,63.64,2.13,102.09,Solodized Solonetz
Dry,6.39,21.57,10.44,81.96,25.68,32.97,33.75,85.18,3.99,64.45,Red Yellow Latosols
Intermediate,6.16,82.77,30.52,209.8,6.22,26.91,28.69,83.37,9.54,194.65,Alluvial Soils
Wet,5.45,41.1,14.42,109.08,30.7,22.53,23.33,70.53,12.47,292.02,Immature Brown Loams
Dry,6.51,55.81,14.89,133.91,53.62,31.28,32.84,55.72,4.06,31.7,Reddish Brown Earths
Dry,6.57,22.59,9.84,72.47,67.9,29.03,30.63,62.07,0.76,40.07,Red Yellow Latosols
Dry,6.94,40.74,15.57,120.39,54.14,26.61,28.28,87.81,2.98,45.42,Low Humic Gley
Dry,7.96,20.25,14.37,344.96,48.97,30.6,31.9,66.03,0.2,74.14,Solodized Solonetz
Dry,6.53,41.06,13.62,124.31,8.58,28.35,29.72,85.43,1.48,98.34,Low Humic Gley
Dry,7.54,38.48,22.68,327.05,37.77,26.71,27.57,50.18,1.65,48.25,Grumusols
Dry,7.9,29.7,17.26,192.62,28.33,31.67,33.42,94.16,4.44,41.3,Calcic Red Yellow Latosols
Dry,8.09,30.95,13.84,210.57,36.22,31.66,32.69,76.5,4.71,149.58,Calcic Red Yellow Latosols
Wet,4.46,121.72,10.33,55.67,39.67,25.31,27.04,59.58,18.31,111.71,Bog and Half-Bog
Dry,8.6,12.64,9.11,436.04,5.35,31.31,32.08,42.54,2.3,86.26,Solonchaks
Dry,6.66,18.77,10.19,73.99,17.8,30.94,32.29,49.89,0.46,45.29,Red Yellow Latosols
Dry,6.62,27.92,9.48,69.15,53.19,30.49,32.08,63.01,2.9,17.24,Red Yellow Latosols
Dry,5.88,32.26,8.79,105.22,20.81,31.28,31.93,93.14,2.39,116.13,Non-Calcic Brown
Dry,6.09,28.04,8.74,101.28,20.56,26.43,28.26,61.75,0.13,140.44,Non-Calcic Brown
Wet,4.5,115.1,10.27,57.31,59.71,26.04,27.2,83.12,19.67,47.74,Bog and Half-Bog
Dry,8.5,13.94,9.68,387.96,37.13,29.24,31.15,74.17,1.9,21.93,Solonchaks
Dry,6.43,23.62,9.7,112.6,52.81,31.02,31.89,52.56,1.63,35.02,Non-Calcic Brown
Dry,6.75,61.28,18.86,159.15,17.19,31.31,32.41,86.34,4.01,24.81,Reddish Brown Earths
Wet,4.53,117.43,9.83,62.36,44.66,26.61,27.21,76.16,12.55,151.71,Bog and Half-Bog
Dry,5.61,23.41,8.47,121.92,55.49,29.57,31.03,44.64,2.12,97.33,Non-Calcic Brown
Wet,5.61,38.01,14.42,113.6,67.8,20.96,21.92,42.65,29.89,21.7,Immature Brown Loams
Dry,6.52,36.31,14.22,130.13,34.57,27.14,28.66,58.3,0.53,19.71,Low Humic Gley
Dry/Wet,7.12,10.82,4.74,56.04,37.94,27.76,29.19,91.82,23.47,293.81,Regosols
Wet,4.25,108.52,10.77,60.74,39.64,26.71,27.24,58.65,22.06,26.19,Bog and Half-Bog
Dry,8.51,18.94,16.09,253.73,27.9,31.47,32.43,83.22,0.08,138.24,Solodized Solonetz
Wet,5.13,33.96,7.65,91.08,62.11,21.55,23.18,42.65,11.53,271.0,Red Yellow Podzolic
Intermediate,5.96,82.18,35.33,175.14,25.32,28.53,30.05,58.53,9.52,520.38,Alluvial Soils
Dry,7.71,33.04,16.2,191.38,32.34,28.82,30.03,44.96,0.93,92.35,Calcic Red Yellow Latosols
Wet,4.44,115.4,9.39,54.46,44.48,22.4,24.28,72.48,10.57,251.79,Bog and Half-Bog
Wet,5.63,37.34,12.14,108.82,23.48,21.4,22.45,60.34,23.28,375.16,Immature Brown Loams
Dry,8.69,11.08,9.69,414.3,55.01,31.73,32.85,87.94,0.87,18.13,Solonchaks
Dry,8.22,20.31,17.94,324.11,7.89,29.67,31.62,56.98,0.75,29.31,Solodized Solonetz
Dry,6.85,42.79,14.93,146.45,35.58,29.4,31.05,65.44,1.44,133.4,Low Humic Gley
Dry,6.5,48.97,13.99,127.47,54.9,25.89,26.85,81.9,4.53,93.98,Low Humic Gley
Wet,5.13,45.38,10.1,92.37,29.96,21.15,22.94,85.57,15.07,260.89,Red Yellow Podzolic
Dry,8.02,28.48,16.23,202.77,53.14,30.44,32.39,72.82,3.82,87.04,Calcic Red Yellow Latosols
Dry,8.1,21.8,13.68,447.69,15.14,31.28,32.68,69.58,0.4,10.37,Solodized Solonetz
Dry,7.1,39.08,15.81,119.93,9.36,30.75,31.73,75.61,2.05,28.62,Low Humic Gley
Dry/Wet,7.21,11.07,6.69,47.02,23.83,31.44,32.38,71.39,26.97,273.65,Regosols
Intermediate,6.11,37.17,16.14,150.99,51.72,25.1,25.96,60.63,9.05,398.35,Reddish Brown Latosolic
Dry,6.48,16.87,7.21,67.75,65.27,30.54,31.81,71.68,1.72,36.37,Red Yellow Latosols
Wet,4.42,99.75,8.27,59.01,63.27,25.38,26.34,90.2,23.61,23.69,Bog and Half-Bog
Dry,7.57,42.18,23.33,262.19,60.87,27.92,28.95,84.64,1.71,34.71,Grumusols
Dry,7.73,14.46,14.93,345.47,67.98,31.65,32.59,56.01,2.97,93.53,Solodized Solonetz
Dry,5.88,28.14,7.7,107.56,15.26,32.28,32.84,75.95,2.0,128.21,Non-Calcic Brown
Wet,5.47,45.88,12.3,106.53,65.17,24.24,25.74,57.57,27.46,369.57,Immature Brown Loams
Dry/Wet,7.37,15.67,6.39,50.8,36.95,28.97,29.54,54.61,10.28,356.13,Regosols
Dry,8.24,27.52,18.63,240.99,45.47,28.53,30.13,82.68,3.47,141.38,Calcic Red Yellow Latosols
Dry,6.54,15.68,8.8,71.58,9.96,29.44,30.31,67.83,0.1,92.17,Red Yellow Latosols
Dry,8.1,36.87,17.03,242.58,38.86,29.17,29.77,73.11,0.78,126.27,Calcic Red Yellow Latosols
Wet,5.39,37.71,15.28,122.22,5.36,25.09,25.78,70.91,27.97,50.93,Immature Brown Loams
Dry,6.95,45.59,16.48,117.98,48.45,29.51,31.04,65.14,4.24,76.75,Low Humic Gley
Dry,6.31,22.59,11.83,102.08,64.92,30.25,31.18,67.61,4.72,117.7,Non-Calcic Brown
Dry,8.11,40.47,27.26,286.62,21.04,31.71,32.95,72.03,4.62,125.59,Grumusols
Dry,6.5,16.89,6.53,80.19,42.59,32.96,33.51,63.03,4.64,33.61,Red Yellow Latosols
Wet,5.5,41.93,18.3,126.94,14.98,22.04,23.04,47.59,29.04,172.98,Immature Brown Loams
Dry,8.22,18.77,13.62,338.36,34.5,32.75,33.29,74.34,0.14,57.28,Solodized Solonetz
Dry,6.77,46.5,12.3,132.97,52.15,28.68,29.35,59.66,3.22,52.23,Low Humic Gley
Dry,8.65,12.2,10.07,523.43,20.81,29.66,31.17,91.63,1.99,122.14,Solonchaks
Intermediate,6.23,41.62,12.68,131.95,6.31,25.28,26.84,67.34,7.09,731.14,Reddish Brown Latosolic
Dry,8.76,8.67,10.9,467.48,20.82,31.72,32.29,91.38,4.76,124.65,Solonchaks
Dry,7.9,26.62,20.21,177.2,54.51,28.47,30.19,90.49,2.62,69.43,Calcic Red Yellow Latosols
Dry,6.68,21.79,10.31,75.74,61.17,28.92,30.22,75.68,0.88,146.52,Red Yellow Latosols
Intermediate,6.07,51.92,14.94,159.04,44.48,21.8,22.83,84.88,11.67,54.8,Reddish Brown Latosolic
Intermediate,5.79,41.14,15.75,151.72,15.83,22.53,24.43,52.98,11.26,671.46,Reddish Brown Latosolic
Dry,8.58,11.6,8.23,459.0,25.86,28.3,29.57,43.34,3.33,149.17,Solonchaks
Intermediate,6.47,82.89,27.81,199.12,60.98,24.64,25.62,69.06,13.49,771.11,Alluvial Soils
Wet,5.81,41.19,13.95,136.44,62.09,26.37,27.08,67.89,12.16,387.0,Immature Brown Loams
Dry,8.35,20.28,16.25,325.51,48.62,30.54,31.85,51.34,0.5,70.31,Solodized Solonetz
Dry,6.5,55.58,13.41,179.54,19.16,29.48,30.48,62.89,0.75,146.5,Reddish Brown Earths
Dry,7.38,50.93,19.12,143.62,55.46,28.28,29.68,91.7,0.89,83.69,Reddish Brown Earths
Intermediate,6.0,42.85,13.64,133.92,51.43,26.14,26.74,44.19,14.75,61.99,Reddish Brown Latosolic
Intermediate,6.18,83.97,30.0,175.8,52.48,24.58,26.43,92.73,12.09,616.54,Alluvial Soils
Dry,7.94,29.9,14.99,244.42,12.21,29.88,31.83,50.24,2.68,29.66,Calcic Red Yellow Latosols
Intermediate,5.92,43.96,14.92,127.51,69.89,24.98,26.01,90.98,14.93,589.01,Reddish Brown Latosolic
Wet,5.04,40.9,12.85,83.0,29.58,18.81,19.45,42.79,12.07,477.69,Red Yellow Podzolic
Intermediate,6.14,41.66,13.48,144.88,51.45,23.49,25.39,93.93,14.9,89.86,Reddish Brown Latosolic
Wet,5.47,36.29,13.57,142.53,6.51,24.62,25.91,91.5,18.52,431.99,Immature Brown Loams
Intermediate,6.51,85.72,25.3,209.06,69.57,25.9,27.19,72.42,5.38,271.8,Alluvial Soils
Wet,5.76,44.2,15.39,124.4,43.55,23.63,25.51,68.66,18.47,480.84,Immature Brown Loams
Intermediate,5.8,79.73,30.18,211.69,6.29,27.73,29.24,75.91,9.24,483.85,Alluvial Soils
Dry,7.92,29.16,16.48,230.62,56.22,32.61,33.27,59.28,1.74,120.01,Calcic Red Yellow Latosols
Wet,4.89,124.19,12.28,66.02,59.7,22.49,24.18,61.81,10.75,42.11,Bog and Half-Bog
Dry,6.15,26.15,9.87,112.34,5.22,27.3,28.5,70.18,4.21,57.22,Non-Calcic Brown
Dry,8.71,11.55,9.87,466.6,54.54,30.14,31.2,92.78,4.1,14.22,Solonchaks
Intermediate,6.38,73.58,35.16,208.28,33.52,29.85,30.42,85.47,5.04,765.29,Alluvial Soils
Intermediate,6.33,81.76,35.15,203.4,8.9,26.09,27.96,61.78,7.12,719.59,Alluvial Soils
Dry,8.31,18.8,13.5,312.79,63.75,33.46,34.36,86.13,1.95,102.6,Solodized Solonetz
Dry,7.82,25.97,18.3,204.93,51.87,30.44,31.08,53.11,3.48,124.24,Calcic Red Yellow Latosols
Intermediate,6.37,45.45,16.27,151.56,43.13,26.68,27.55,86.8,6.81,771.71,Reddish Brown Latosolic
Dry,6.27,15.03,7.5,65.33,35.99,29.3,31.22,81.58,1.69,42.34,Red Yellow Latosols
Intermediate,6.37,78.08,23.55,180.62,44.46,27.42,28.07,69.73,12.85,378.87,Alluvial Soils
Dry,7.62,40.22,22.7,255.78,69.71,30.39,30.9,72.2,0.76,40.97,Grumusols
Dry/Wet,7.62,12.2,5.3,62.55,9.85,31.49,32.56,62.96,22.25,164.87,Regosols
Intermediate,6.33,74.56,28.88,183.41,29.85,28.02,29.35,47.91,10.85,495.53,Alluvial Soils
Wet,4.87,99.72,5.67,79.24,40.89,23.44,25.07,64.8,16.74,480.06,Bog and Half-Bog
Dry,6.67,55.14,20.7,193.23,11.77,28.51,30.33,45.9,1.51,78.41,Reddish Brown Earths
Intermediate,5.9,45.11,15.63,142.17,34.84,25.4,27.35,87.73,14.38,564.61,Reddish Brown Latosolic
Dry,6.5,45.28,14.72,125.64,59.94,27.1,28.5,46.94,2.45,24.9,Low Humic Gley
Dry,6.92,48.61,13.41,134.63,67.27,31.21,32.25,43.6,2.42,44.06,Low Humic Gley
Wet,5.15,36.87,9.47,84.04,63.45,21.28,23.06,63.25,12.26,165.45,Red Yellow Podzolic
Wet,5.42,40.56,15.55,122.86,47.05,23.41,24.88,74.97,19.47,452.18,Immature Brown Loams
Dry,6.55,20.61,11.14,90.95,21.55,30.81,32.17,69.03,4.8,102.31,Red Yellow Latosols
Dry,8.81,8.65,11.22,380.15,39.7,33.49,34.72,60.68,2.29,88.98,Solonchaks
Dry/Wet,7.52,14.23,6.31,54.15,45.37,32.23,32.89,45.64,27.51,375.71,Regosols
Intermediate,5.77,45.43,15.72,146.39,9.3,24.21,25.75,88.26,8.32,520.3,Reddish Brown Latosolic
Dry,5.88,23.23,10.41,91.18,27.04,29.36,30.03,47.35,1.13,110.38,Non-Calcic Brown
Dry,6.67,51.98,13.63,132.82,5.77,30.06,30.78,47.51,2.5,31.39,Low Humic Gley
Dry,6.77,47.15,10.58,151.7,67.03,29.37,31.28,86.18,1.18,22.33,Reddish Brown Earths
Intermediate,6.04,86.24,29.1,183.07,40.35,25.51,27.12,53.81,8.1,275.67,Alluvial Soils
Wet,5.4,44.18,11.33,70.85,16.84,19.29,19.96,72.29,18.85,392.43,Red Yellow Podzolic
Dry,6.12,18.83,8.86,78.21,24.55,32.27,34.25,63.05,1.34,130.41,Red Yellow Latosols
Wet,4.56,104.4,10.64,62.34,35.36,26.7,27.97,86.41,17.99,77.41,Bog and Half-Bog
Intermediate,6.26,39.75,14.55,136.01,11.76,26.16,28.03,92.57,11.76,659.41,Reddish Brown Latosolic
Wet,4.58,118.35,9.74,71.85,23.95,24.99,25.64,50.44,20.43,341.18,Bog and Half-Bog
Dry,6.56,42.06,15.13,126.82,23.96,28.05,28.69,61.71,1.47,17.68,Low Humic Gley
Wet,4.43,115.36,9.23,70.2,19.29,26.12,27.74,89.88,19.47,55.88,Bog and Half-Bog
Dry,6.7,39.96,16.63,125.06,49.17,28.25,30.17,59.68,2.66,79.48,Low Humic Gley
Wet,5.12,37.15,7.95,104.13,33.9,19.06,20.92,94.78,25.54,211.01,Red Yellow Podzolic
Intermediate,6.14,48.69,17.23,131.02,55.66,24.38,25.76,44.9,13.97,147.42,Reddish Brown Latosolic
Dry,7.89,28.43,20.15,191.33,13.71,27.48,28.96,62.22,2.68,72.88,Calcic Red Yellow Latosols
Dry,7.99,30.19,22.66,321.66,38.97,29.83,31.25,61.02,2.8,119.25,Grumusols
Dry,6.69,56.3,15.4,158.72,11.53,30.89,31.94,84.64,4.98,14.85,Reddish Brown Earths
Wet,5.63,37.0,13.63,129.14,13.0,23.15,24.81,71.91,18.94,499.63,Immature Brown Loams
Dry/Wet,7.42,16.1,5.65,39.74,63.38,29.25,30.9,65.11,18.7,124.54,Regosols
Intermediate,6.21,83.71,30.11,210.27,58.13,26.85,28.51,71.5,5.21,275.27,Alluvial Soils
Dry,8.17,43.15,24.63,264.62,60.98,31.66,32.8,51.69,2.48,28.22,Grumusols
Dry,6.46,17.98,9.26,66.32,62.57,32.39,33.8,62.69,1.79,19.79,Red Yellow Latosols
Dry,8.71,14.64,9.14,540.8,35.55,31.51,32.75,63.46,0.18,85.67,Solonchaks
Wet,5.29,33.76,14.95,91.59,42.75,21.85,23.51,75.74,17.46,387.91,Immature Brown Loams
Wet,5.6,44.78,14.26,128.27,32.91,23.78,25.03,67.6,11.99,320.83,Immature Brown Loams
Dry/Wet,7.2,12.37,5.86,50.09,10.76,31.81,32.91,61.2,29.84,227.04,Regosols
Dry,8.63,8.81,9.2,454.44,54.5,31.29,31.82,78.83,0.11,91.34,Solonchaks
Dry,8.46,16.51,15.66,283.01,36.63,32.74,33.87,58.4,4.7,53.55,Solodized Solonetz
